transaction_id,customer_id,product_id,quantity,unit_price,total_amount,date,store_type,payment_method
T00368,C0774,P004,5,446.63,2233.15,2026-04-05,Online,Debit Card
T00369,C0302,P030,4,85.88,343.52,2025-07-31,Online,Credit Card
T00370,C0192,P012,2,173.42,346.84,2024-12-31,Online,Apple Pay
T00371,C0042,P016,4,404.53,1618.12,2026-01-24,In-Store,Cash
T00372,C0271,P021,2,353.76,707.52,2024-12-22,Online,Cash
T00373,C0867,P021,3,353.76,1061.28,2024-11-22,Online,PayPal
T00374,C0478,P027,2,137.15,274.3,2025-05-27,Online,Debit Card
T00375,C0951,P013,3,478.82,1436.46,2025-06-06,Online,Cash
T00376,C0864,P030,3,85.88,257.64,2024-11-25,In-Store,Cash
T00377,C0564,P004,3,446.63,1339.89,2024-10-18,Online,PayPal
T00378,C0539,P015,2,424.51,849.02,2024-09-01,Online,Cash
T00379,C0070,P020,5,431.54,2157.7,2024-09-16,Online,Apple Pay
T00380,C0557,P008,5,326.69,1633.45,2024-10-12,In-Store,Credit Card
T00381,C0358,P015,2,424.51,849.02,2024-12-01,Online,PayPal
T00382,C0340,P015,3,424.51,1273.53,2025-09-20,In-Store,Debit Card
T00383,C0974,P006,5,113.23,566.15,2025-11-01,In-Store,Cash
T00384,C0844,P006,1,113.23,113.23,2024-10-03,Online,PayPal
T00385,C0457,P008,2,326.69,653.38,2025-08-11,Online,Credit Card
T00386,C0699,P010,3,405.67,1217.01,2025-04-30,In-Store,Credit Card
T00387,C0396,P022,3,117.81,353.43,2025-06-26,In-Store,Credit Card
T00388,C0934,P003,5,369.55,1847.75,2024-10-23,In-Store,Cash
T00389,C0823,P007,5,18.14,90.7,2025-01-06,In-Store,Apple Pay
T00390,C0045,P017,3,270.43,811.29,2026-02-13,Online,PayPal
T00391,C0527,P015,1,424.51,424.51,2025-05-03,Online,Debit Card
T00392,C0995,P026,5,188.24,941.2,2025-07-02,Online,Credit Card
T00393,C0216,P011,2,403.88,807.76,2024-07-14,In-Store,Credit Card
T00394,C0211,P002,5,141.14,705.7,2025-11-10,In-Store,Credit Card
T00395,C0765,P008,2,326.69,653.38,2025-07-16,Online,Apple Pay
T00396,C0735,P016,3,404.53,1213.59,2026-01-08,Online,Credit Card
T00397,C0076,P018,1,192.37,192.37,2024-08-30,Online,PayPal
T00398,C0572,P019,1,415.56,415.56,2025-05-18,Online,PayPal
T00399,C0418,P017,4,270.43,1081.72,2026-03-09,In-Store,Apple Pay
T00400,C0444,P015,3,424.51,1273.53,2024-11-03,Online,Apple Pay
T00401,C0690,P003,1,369.55,369.55,2025-07-04,Online,Cash
T00402,C0065,P021,5,353.76,1768.8,2025-11-30,Online,Credit Card
T00403,C0367,P024,5,55.0,275.0,2025-06-03,Online,PayPal
T00404,C0806,P017,3,270.43,811.29,2025-09-19,Online,PayPal
T00405,C0784,P013,4,478.82,1915.28,2025-02-10,In-Store,Apple Pay
T00406,C0842,P024,1,55.0,55.0,2025-09-16,In-Store,Debit Card
T00407,C0547,P014,2,50.91,101.82,2025-09-02,Online,Apple Pay
T00408,C0816,P030,5,85.88,429.4,2025-03-07,In-Store,Debit Card
T00409,C0306,P002,3,141.14,423.42,2025-09-24,Online,Cash
T00410,C0896,P014,5,50.91,254.55,2025-06-23,Online,Credit Card
T00411,C0043,P026,1,188.24,188.24,2024-07-17,In-Store,Cash
T00412,C0561,P018,1,192.37,192.37,2024-07-25,In-Store,Debit Card
T00413,C0767,P001,3,321.52,964.56,2024-11-11,Online,Apple Pay
T00414,C0928,P026,5,188.24,941.2,2025-10-30,Online,Debit Card
T00415,C0189,P001,2,321.52,643.04,2024-09-29,In-Store,Debit Card
T00416,C0118,P016,2,404.53,809.06,2025-07-14,Online,Cash
T00417,C0473,P018,5,192.37,961.85,2026-01-28,Online,PayPal
T00418,C0688,P005,1,213.85,213.85,2025-11-01,In-Store,Credit Card
T00419,C0203,P026,5,188.24,941.2,2025-04-22,In-Store,PayPal
T00420,C0366,P008,2,326.69,653.38,2025-09-02,Online,Credit Card
T00421,C0292,P021,5,353.76,1768.8,2025-07-26,Online,Debit Card
T00422,C0326,P021,4,353.76,1415.04,2026-05-08,In-Store,PayPal
T00423,C0632,P010,3,405.67,1217.01,2025-10-19,Online,Cash
T00424,C0581,P004,3,446.63,1339.89,2024-12-07,In-Store,Apple Pay
T00425,C0173,P019,1,415.56,415.56,2024-08-21,In-Store,Debit Card
T00426,C0805,P011,2,403.88,807.76,2025-10-26,In-Store,PayPal
T00427,C0861,P006,3,113.23,339.69,2025-07-21,Online,PayPal
T00428,C0899,P023,4,44.5,178.0,2024-12-07,In-Store,Apple Pay
T00429,C0368,P014,3,50.91,152.73,2026-03-20,In-Store,Cash
T00430,C0112,P010,2,405.67,811.34,2026-05-11,Online,PayPal
T00431,C0880,P015,2,424.51,849.02,2025-04-06,Online,PayPal
T00432,C0752,P013,1,478.82,478.82,2025-03-31,Online,Credit Card
T00433,C0870,P026,5,188.24,941.2,2025-04-12,Online,Cash
T00434,C0593,P022,4,117.81,471.24,2026-03-04,Online,Credit Card
T00435,C0565,P002,3,141.14,423.42,2026-01-19,In-Store,Debit Card
T00436,C0375,P011,4,403.88,1615.52,2026-02-10,Online,Cash
T00437,C0751,P011,3,403.88,1211.64,2024-11-18,Online,Apple Pay
T00438,C0514,P022,5,117.81,589.05,2025-04-19,Online,Apple Pay
T00439,C0373,P013,5,478.82,2394.1,2024-06-30,Online,Debit Card
T00440,C0869,P017,5,270.43,1352.15,2025-03-24,Online,Cash
T00441,C0144,P002,4,141.14,564.56,2026-02-15,Online,Debit Card
T00442,C0580,P008,5,326.69,1633.45,2026-06-05,Online,Apple Pay
T00443,C0962,P030,3,85.88,257.64,2025-03-07,Online,Debit Card
T00444,C0780,P016,4,404.53,1618.12,2024-10-11,Online,Credit Card
T00445,C0271,P005,3,213.85,641.55,2025-02-10,Online,Credit Card
T00446,C0685,P021,2,353.76,707.52,2024-07-08,In-Store,Apple Pay
T00447,C0481,P009,4,114.12,456.48,2025-05-31,Online,Credit Card
T00448,C0665,P022,3,117.81,353.43,2024-12-08,Online,Cash
T00449,C0649,P007,3,18.14,54.42,2025-10-24,In-Store,Cash
T00450,C0558,P027,5,137.15,685.75,2024-09-16,Online,Apple Pay
T00451,C0670,P025,4,319.66,1278.64,2026-01-13,In-Store,Cash
T00452,C0670,P004,1,446.63,446.63,2025-11-04,In-Store,Apple Pay
T00453,C0997,P024,2,55.0,110.0,2025-03-21,In-Store,PayPal
T00454,C0837,P015,3,424.51,1273.53,2025-01-23,In-Store,Apple Pay
T00455,C0909,P018,5,192.37,961.85,2025-04-15,Online,Cash
T00456,C0904,P011,2,403.88,807.76,2025-10-16,In-Store,Debit Card
T00457,C0236,P017,1,270.43,270.43,2025-08-04,In-Store,Debit Card
T00458,C0154,P010,2,405.67,811.34,2026-03-23,Online,PayPal
T00459,C0617,P017,1,270.43,270.43,2025-02-02,Online,Apple Pay
T00460,C0831,P019,3,415.56,1246.68,2024-09-11,Online,Apple Pay
T00461,C0692,P009,4,114.12,456.48,2024-09-25,In-Store,Debit Card
T00462,C0605,P002,2,141.14,282.28,2026-03-01,In-Store,Credit Card
T00463,C0250,P006,1,113.23,113.23,2025-11-05,Online,Cash
T00464,C0607,P022,2,117.81,235.62,2025-05-22,Online,Cash
T00465,C0041,P008,5,326.69,1633.45,2025-11-06,Online,Credit Card
T00466,C0171,P017,3,270.43,811.29,2024-12-30,Online,Cash
T00467,C0982,P018,4,192.37,769.48,2025-01-03,Online,PayPal
T00468,C0970,P020,1,431.54,431.54,2025-01-14,Online,Apple Pay
T00469,C0622,P030,4,85.88,343.52,2025-07-13,In-Store,Debit Card
T00470,C0225,P026,4,188.24,752.96,2025-11-23,Online,Cash
T00471,C0841,P017,2,270.43,540.86,2024-07-30,In-Store,Debit Card
T00472,C0742,P023,3,44.5,133.5,2024-12-30,In-Store,Cash
T00473,C0605,P021,1,353.76,353.76,2025-03-25,Online,Apple Pay
T00474,C0395,P013,2,478.82,957.64,2025-11-12,Online,Credit Card
T00475,C0208,P024,5,55.0,275.0,2026-02-01,In-Store,Debit Card
T00476,C0621,P028,1,325.78,325.78,2024-10-20,Online,Apple Pay
T00477,C0924,P016,5,404.53,2022.65,2026-04-15,Online,Cash
T00478,C0516,P010,1,405.67,405.67,2025-04-18,Online,Apple Pay
T00479,C0676,P007,2,18.14,36.28,2025-02-06,Online,Apple Pay
T00480,C0535,P030,4,85.88,343.52,2025-10-31,In-Store,Credit Card
T00481,C0715,P023,5,44.5,222.5,2025-06-28,In-Store,Debit Card
T00482,C0961,P029,4,89.71,358.84,2026-03-07,In-Store,PayPal
T00483,C0604,P006,5,113.23,566.15,2025-08-14,Online,Apple Pay
T00484,C0138,P002,3,141.14,423.42,2025-08-30,In-Store,Debit Card
T00485,C0932,P004,1,446.63,446.63,2024-07-02,In-Store,Cash
T00486,C0898,P014,5,50.91,254.55,2026-03-15,In-Store,PayPal
T00487,C0194,P002,1,141.14,141.14,2025-11-21,Online,Cash
T00488,C0536,P012,1,173.42,173.42,2025-01-21,Online,Apple Pay
T00489,C0671,P014,2,50.91,101.82,2025-12-24,In-Store,Apple Pay
T00490,C0371,P008,1,326.69,326.69,2025-02-28,Online,Apple Pay
T00491,C0668,P015,5,424.51,2122.55,2024-06-18,In-Store,PayPal
T00492,C0876,P006,5,113.23,566.15,2025-10-21,In-Store,Cash
T00493,C0375,P024,5,55.0,275.0,2025-05-15,In-Store,Apple Pay
T00494,C0774,P012,2,173.42,346.84,2026-05-21,In-Store,Cash
T00495,C0803,P030,5,85.88,429.4,2025-02-09,In-Store,Debit Card
T00496,C0380,P001,5,321.52,1607.6,2024-09-03,In-Store,PayPal
T00497,C0315,P022,5,117.81,589.05,2025-12-09,In-Store,Apple Pay
T00498,C0754,P007,2,18.14,36.28,2025-04-20,Online,Debit Card
T00499,C0458,P022,2,117.81,235.62,2024-07-22,Online,Debit Card
T00500,C0521,P003,4,369.55,1478.2,2024-12-07,In-Store,Cash
T00501,C0629,P030,1,85.88,85.88,2025-08-26,Online,Apple Pay
T00502,C0988,P001,1,321.52,321.52,2024-11-11,Online,Debit Card
T00503,C0483,P024,5,55.0,275.0,2024-12-10,In-Store,Credit Card
T00504,C0066,P011,3,403.88,1211.64,2025-05-19,Online,PayPal
T00505,C0082,P010,5,405.67,2028.35,2026-04-30,Online,Apple Pay
T00506,C0954,P009,4,114.12,456.48,2026-04-26,In-Store,Cash
T00507,C0059,P030,2,85.88,171.76,2025-05-06,In-Store,Apple Pay
T00508,C0011,P003,2,369.55,739.1,2025-12-10,In-Store,Debit Card
T00509,C0035,P028,5,325.78,1628.9,2025-11-29,Online,Cash
T00510,C0174,P030,1,85.88,85.88,2025-06-11,In-Store,Debit Card
T00511,C0671,P004,1,446.63,446.63,2024-10-07,Online,Credit Card
T00512,C0283,P011,4,403.88,1615.52,2025-12-10,In-Store,Apple Pay
T00513,C0416,P024,5,55.0,275.0,2025-08-18,Online,Cash
T00514,C0016,P012,1,173.42,173.42,2025-04-06,Online,Cash
T00515,C0292,P024,5,55.0,275.0,2025-10-09,In-Store,PayPal
T00516,C0987,P001,3,321.52,964.56,2024-08-08,Online,Cash
T00517,C0987,P030,2,85.88,171.76,2026-03-06,In-Store,Apple Pay
T00518,C0589,P023,1,44.5,44.5,2025-05-07,In-Store,Debit Card
T00519,C0417,P014,5,50.91,254.55,2024-10-28,Online,Cash
T00520,C0075,P003,5,369.55,1847.75,2025-06-13,In-Store,PayPal
T00521,C0970,P005,1,213.85,213.85,2025-12-15,In-Store,Cash
T00522,C0833,P005,5,213.85,1069.25,2026-04-02,In-Store,Apple Pay
T00523,C0990,P015,4,424.51,1698.04,2026-04-21,In-Store,Debit Card
T00524,C0776,P025,3,319.66,958.98,2024-09-22,In-Store,Apple Pay
T00525,C0919,P021,5,353.76,1768.8,2026-06-11,Online,Apple Pay
T00526,C0120,P022,3,117.81,353.43,2026-05-21,Online,Apple Pay
T00527,C0649,P024,2,55.0,110.0,2025-12-01,Online,PayPal
T00528,C0423,P003,3,369.55,1108.65,2026-04-27,Online,PayPal
T00529,C0255,P025,3,319.66,958.98,2026-03-23,Online,Apple Pay
T00530,C0690,P012,3,173.42,520.26,2025-12-09,Online,Cash
T00531,C0954,P025,2,319.66,639.32,2024-09-02,In-Store,PayPal
T00532,C0363,P028,2,325.78,651.56,2025-04-23,In-Store,Debit Card
T00533,C0970,P027,2,137.15,274.3,2024-08-14,In-Store,Debit Card
T00534,C0241,P013,2,478.82,957.64,2024-11-02,In-Store,Debit Card
T00535,C0235,P019,2,415.56,831.12,2025-11-16,Online,Cash
T00536,C0365,P003,2,369.55,739.1,2026-01-28,Online,Credit Card
T00537,C0943,P014,1,50.91,50.91,2024-09-08,In-Store,Cash
T00538,C0007,P004,5,446.63,2233.15,2026-05-22,Online,Apple Pay
T00539,C0381,P004,5,446.63,2233.15,2025-01-25,In-Store,Apple Pay
T00540,C0920,P024,5,55.0,275.0,2026-01-17,In-Store,Apple Pay
T00541,C0188,P003,5,369.55,1847.75,2025-05-13,In-Store,Apple Pay
T00542,C0228,P001,5,321.52,1607.6,2025-11-13,Online,Credit Card
T00543,C0539,P008,4,326.69,1306.76,2026-01-31,In-Store,Cash
T00544,C0034,P028,5,325.78,1628.9,2026-02-02,In-Store,Apple Pay
T00545,C0882,P017,2,270.43,540.86,2025-12-01,In-Store,Credit Card
T00546,C0716,P012,5,173.42,867.1,2025-10-03,In-Store,PayPal
T00547,C0706,P022,1,117.81,117.81,2025-05-15,Online,Debit Card
T00548,C0389,P024,5,55.0,275.0,2026-01-02,Online,PayPal
T00549,C0371,P016,5,404.53,2022.65,2026-03-20,In-Store,Debit Card
T00550,C0562,P018,3,192.37,577.11,2025-04-12,Online,PayPal
T00551,C0483,P013,5,478.82,2394.1,2025-09-30,In-Store,PayPal
T00552,C0189,P005,4,213.85,855.4,2026-05-03,In-Store,Debit Card
T00553,C0430,P029,3,89.71,269.13,2024-07-17,In-Store,Apple Pay
T00554,C0287,P006,4,113.23,452.92,2025-06-16,Online,Cash
T00555,C0135,P007,5,18.14,90.7,2024-10-22,Online,Credit Card
T00556,C0739,P019,3,415.56,1246.68,2025-11-20,Online,Cash
T00557,C0443,P014,4,50.91,203.64,2025-01-06,Online,Debit Card
T00558,C0820,P010,2,405.67,811.34,2026-02-09,In-Store,Credit Card
T00559,C0181,P019,4,415.56,1662.24,2026-05-08,In-Store,Debit Card
T00560,C0915,P028,5,325.78,1628.9,2024-11-26,In-Store,Apple Pay
T00561,C0308,P007,3,18.14,54.42,2024-07-23,Online,Apple Pay
T00562,C0102,P002,2,141.14,282.28,2026-05-09,Online,Debit Card
T00563,C0834,P013,3,478.82,1436.46,2025-06-01,In-Store,Credit Card
T00564,C0461,P020,3,431.54,1294.62,2026-05-01,In-Store,PayPal
T00565,C0369,P022,5,117.81,589.05,2026-04-09,In-Store,PayPal
T00566,C0021,P012,4,173.42,693.68,2024-08-22,Online,PayPal
T00567,C0889,P017,5,270.43,1352.15,2026-05-17,Online,Cash
T00568,C0590,P014,5,50.91,254.55,2026-05-24,Online,PayPal
T00569,C0364,P003,3,369.55,1108.65,2026-01-10,In-Store,Apple Pay
T00570,C0911,P021,1,353.76,353.76,2026-01-26,In-Store,Cash
T00571,C0294,P010,4,405.67,1622.68,2026-05-24,Online,Debit Card
T00572,C0656,P002,3,141.14,423.42,2025-02-19,In-Store,Cash
T00573,C0586,P002,4,141.14,564.56,2024-12-31,Online,Credit Card
T00574,C0166,P013,3,478.82,1436.46,2026-04-12,Online,PayPal
T00575,C0325,P020,3,431.54,1294.62,2024-08-23,In-Store,Cash
T00576,C0661,P007,4,18.14,72.56,2024-12-14,In-Store,Apple Pay
T00577,C0800,P010,3,405.67,1217.01,2026-04-17,In-Store,Apple Pay
T00578,C0172,P009,2,114.12,228.24,2026-03-07,Online,Debit Card
T00579,C0746,P002,2,141.14,282.28,2024-12-15,In-Store,Credit Card
T00580,C0216,P002,2,141.14,282.28,2024-09-23,In-Store,Credit Card
T00581,C0098,P013,1,478.82,478.82,2024-08-29,In-Store,Cash
T00582,C0056,P015,1,424.51,424.51,2025-07-11,In-Store,Cash
T00583,C0784,P016,1,404.53,404.53,2026-04-09,Online,PayPal
T00584,C0633,P022,2,117.81,235.62,2024-11-11,Online,Apple Pay
T00585,C0317,P022,2,117.81,235.62,2025-10-28,Online,PayPal
T00586,C0454,P007,2,18.14,36.28,2026-06-04,Online,Cash
T00587,C0859,P018,2,192.37,384.74,2026-02-28,Online,Credit Card
T00588,C0680,P025,3,319.66,958.98,2024-08-05,In-Store,Apple Pay
T00589,C0479,P004,5,446.63,2233.15,2026-01-16,In-Store,Cash
T00590,C0456,P027,2,137.15,274.3,2025-03-21,Online,Cash
T00591,C0612,P022,4,117.81,471.24,2026-04-10,In-Store,Cash
T00592,C0656,P003,5,369.55,1847.75,2025-10-28,In-Store,PayPal
T00593,C0494,P029,5,89.71,448.55,2026-02-08,Online,Credit Card
T00594,C0453,P005,3,213.85,641.55,2025-12-25,In-Store,Apple Pay
T00595,C0267,P010,2,405.67,811.34,2024-06-21,In-Store,Credit Card
T00596,C0001,P030,5,85.88,429.4,2024-10-26,Online,PayPal
T00597,C0294,P009,4,114.12,456.48,2025-01-10,Online,Apple Pay
T00598,C0970,P017,4,270.43,1081.72,2024-10-23,In-Store,Credit Card
T00599,C0785,P005,4,213.85,855.4,2024-09-12,In-Store,Cash
T00600,C0237,P001,1,321.52,321.52,2025-01-09,In-Store,Debit Card
T00601,C0422,P004,5,446.63,2233.15,2024-08-17,In-Store,Apple Pay
T00602,C0256,P010,2,405.67,811.34,2026-05-03,In-Store,Apple Pay
T00603,C0226,P012,3,173.42,520.26,2025-05-11,Online,Apple Pay
T00604,C0641,P024,2,55.0,110.0,2024-12-22,In-Store,PayPal
T00605,C0665,P010,5,405.67,2028.35,2026-04-01,In-Store,Apple Pay
T00606,C0193,P010,1,405.67,405.67,2025-10-27,Online,Debit Card
T00607,C0297,P002,1,141.14,141.14,2025-02-15,In-Store,Cash
T00608,C0464,P022,3,117.81,353.43,2024-07-13,In-Store,Debit Card
T00609,C0329,P024,1,55.0,55.0,2026-06-04,Online,Credit Card
T00610,C0993,P030,5,85.88,429.4,2026-01-16,Online,Debit Card
T00611,C0996,P018,1,192.37,192.37,2025-04-20,In-Store,PayPal
T00612,C0129,P028,4,325.78,1303.12,2025-10-23,Online,Debit Card
T00613,C0093,P001,2,321.52,643.04,2025-04-06,Online,Apple Pay
T00614,C0223,P019,3,415.56,1246.68,2024-10-25,In-Store,PayPal
T00615,C0805,P024,4,55.0,220.0,2025-04-06,In-Store,Apple Pay
T00616,C0714,P013,1,478.82,478.82,2024-07-18,In-Store,Credit Card
T00617,C0864,P015,2,424.51,849.02,2024-10-29,Online,PayPal
T00618,C0795,P018,4,192.37,769.48,2025-06-07,Online,Cash
T00619,C0482,P013,2,478.82,957.64,2024-08-28,Online,PayPal
T00620,C0837,P012,4,173.42,693.68,2024-06-20,Online,Credit Card
T00621,C0998,P025,2,319.66,639.32,2024-07-23,In-Store,Apple Pay
T00622,C0254,P015,1,424.51,424.51,2025-05-26,Online,Apple Pay
T00623,C0753,P013,1,478.82,478.82,2026-04-24,Online,Apple Pay
T00624,C0399,P015,3,424.51,1273.53,2026-03-06,In-Store,Debit Card
T00625,C0645,P014,1,50.91,50.91,2025-04-17,Online,PayPal
T00626,C0493,P013,3,478.82,1436.46,2026-02-23,Online,PayPal
T00627,C0909,P015,1,424.51,424.51,2025-02-04,Online,Credit Card
T00628,C0242,P006,4,113.23,452.92,2025-10-08,In-Store,Credit Card
T00629,C0172,P011,3,403.88,1211.64,2024-06-23,Online,Apple Pay
T00630,C0809,P018,2,192.37,384.74,2025-03-05,Online,Credit Card
T00631,C0596,P026,4,188.24,752.96,2026-03-12,Online,PayPal
T00632,C0790,P010,1,405.67,405.67,2026-02-02,Online,Debit Card
T00633,C0512,P001,1,321.52,321.52,2025-07-25,In-Store,Credit Card
T00634,C0062,P013,3,478.82,1436.46,2024-12-18,Online,Cash
T00635,C0811,P029,1,89.71,89.71,2026-03-07,Online,Apple Pay
T00636,C0239,P004,3,446.63,1339.89,2026-01-05,In-Store,Apple Pay
T00637,C0751,P024,2,55.0,110.0,2024-12-18,Online,Apple Pay
T00638,C0367,P006,2,113.23,226.46,2024-09-14,In-Store,Credit Card
T00639,C0497,P006,4,113.23,452.92,2025-10-14,In-Store,Cash
T00640,C0714,P022,4,117.81,471.24,2024-11-02,Online,Cash
T00641,C0192,P008,5,326.69,1633.45,2024-12-16,In-Store,PayPal
T00642,C0750,P013,4,478.82,1915.28,2025-05-01,In-Store,Cash
T00643,C0937,P001,5,321.52,1607.6,2025-03-29,Online,Credit Card
T00644,C0544,P030,2,85.88,171.76,2025-01-23,In-Store,PayPal
T00645,C0840,P006,3,113.23,339.69,2025-09-04,In-Store,Apple Pay
T00646,C0001,P002,5,141.14,705.7,2024-08-15,In-Store,Debit Card
T00647,C0905,P013,1,478.82,478.82,2025-11-26,In-Store,Cash
T00648,C0245,P001,3,321.52,964.56,2025-04-11,Online,Cash
T00649,C0839,P030,4,85.88,343.52,2026-04-24,Online,Cash
T00650,C0700,P014,4,50.91,203.64,2025-05-12,Online,Cash
T00651,C0290,P026,3,188.24,564.72,2025-12-02,In-Store,PayPal
T00652,C0114,P022,1,117.81,117.81,2025-04-11,Online,Credit Card
T00653,C0856,P026,2,188.24,376.48,2024-11-12,Online,Credit Card
T00654,C0207,P029,1,89.71,89.71,2025-08-01,In-Store,Debit Card
T00655,C0102,P008,1,326.69,326.69,2026-03-27,In-Store,Apple Pay
T00656,C0539,P022,5,117.81,589.05,2025-07-22,In-Store,Credit Card
T00657,C0376,P021,2,353.76,707.52,2025-06-25,Online,Credit Card
T00658,C0953,P029,2,89.71,179.42,2025-02-01,In-Store,Credit Card
T00659,C0480,P010,1,405.67,405.67,2025-06-26,In-Store,Cash
T00660,C0762,P020,4,431.54,1726.16,2025-02-26,In-Store,Credit Card
T00661,C0844,P011,5,403.88,2019.4,2025-06-07,In-Store,Cash
T00662,C0042,P026,1,188.24,188.24,2024-07-10,In-Store,Credit Card
T00663,C0968,P006,2,113.23,226.46,2026-04-24,Online,Credit Card
T00664,C0743,P013,2,478.82,957.64,2026-02-26,In-Store,Debit Card
T00665,C0198,P004,5,446.63,2233.15,2026-03-09,Online,Cash
T00666,C0641,P013,2,478.82,957.64,2025-11-23,In-Store,Credit Card
T00667,C0785,P003,5,369.55,1847.75,2025-02-22,In-Store,Apple Pay
T00668,C0720,P026,4,188.24,752.96,2025-07-08,Online,Debit Card
T00669,C0812,P017,2,270.43,540.86,2024-06-19,In-Store,Cash
T00670,C0346,P017,2,270.43,540.86,2026-01-29,In-Store,PayPal
T00671,C0925,P019,3,415.56,1246.68,2026-04-13,In-Store,PayPal
T00672,C0423,P023,4,44.5,178.0,2026-03-03,In-Store,Cash
T00673,C0247,P025,5,319.66,1598.3,2024-09-01,Online,Apple Pay
T00674,C0785,P012,5,173.42,867.1,2025-05-06,In-Store,PayPal
T00675,C0985,P012,4,173.42,693.68,2025-09-24,In-Store,Apple Pay
T00676,C0001,P022,1,117.81,117.81,2025-07-18,In-Store,Cash
T00677,C0017,P014,5,50.91,254.55,2024-08-21,Online,PayPal
T00678,C0007,P004,3,446.63,1339.89,2025-11-20,Online,Debit Card
T00679,C0877,P010,3,405.67,1217.01,2025-04-09,Online,PayPal
T00680,C0942,P008,5,326.69,1633.45,2026-04-08,Online,Credit Card
T00681,C0039,P017,4,270.43,1081.72,2025-11-01,In-Store,Debit Card
T00682,C0142,P001,3,321.52,964.56,2025-12-05,In-Store,Cash
T00683,C0256,P001,2,321.52,643.04,2024-11-17,In-Store,PayPal
T00684,C0095,P007,5,18.14,90.7,2025-07-20,In-Store,Cash
T00685,C0940,P007,2,18.14,36.28,2024-07-06,Online,PayPal
T00686,C0812,P012,4,173.42,693.68,2026-02-18,Online,Apple Pay
T00687,C0846,P019,5,415.56,2077.8,2025-11-15,Online,Cash
T00688,C0658,P003,3,369.55,1108.65,2024-07-29,Online,Cash
T00689,C0391,P003,1,369.55,369.55,2025-01-18,Online,PayPal
T00690,C0357,P025,4,319.66,1278.64,2025-04-28,In-Store,Credit Card
T00691,C0891,P026,2,188.24,376.48,2025-06-10,Online,Apple Pay
T00692,C0056,P017,3,270.43,811.29,2025-11-23,Online,PayPal
T00693,C0553,P023,5,44.5,222.5,2024-07-19,Online,PayPal
T00694,C0515,P015,2,424.51,849.02,2025-09-24,Online,Credit Card
T00695,C0690,P001,4,321.52,1286.08,2026-01-10,In-Store,Cash
T00696,C0590,P001,5,321.52,1607.6,2025-08-28,Online,Debit Card
T00697,C0443,P026,3,188.24,564.72,2026-03-25,In-Store,Debit Card
T00698,C0136,P010,3,405.67,1217.01,2025-05-22,Online,Apple Pay
T00699,C0586,P010,1,405.67,405.67,2026-01-05,In-Store,PayPal
T00700,C0088,P021,4,353.76,1415.04,2024-08-19,In-Store,Debit Card
T00701,C0781,P030,2,85.88,171.76,2024-10-08,In-Store,Cash
T00702,C0203,P025,4,319.66,1278.64,2024-10-26,In-Store,Cash
T00703,C0201,P021,5,353.76,1768.8,2025-03-18,Online,Debit Card
T00704,C0074,P015,3,424.51,1273.53,2025-05-16,In-Store,PayPal
T00705,C0702,P029,5,89.71,448.55,2025-04-12,Online,Credit Card
T00706,C0688,P010,4,405.67,1622.68,2025-12-28,In-Store,PayPal
T00707,C0357,P024,2,55.0,110.0,2025-08-08,In-Store,PayPal
T00708,C0609,P029,1,89.71,89.71,2026-05-04,In-Store,Debit Card
T00709,C0359,P011,5,403.88,2019.4,2026-02-22,In-Store,Cash
T00710,C0150,P004,4,446.63,1786.52,2025-11-04,Online,Debit Card
T00711,C0205,P001,3,321.52,964.56,2024-09-09,Online,Credit Card
T00712,C0116,P023,1,44.5,44.5,2026-04-12,Online,Cash
T00713,C0949,P004,2,446.63,893.26,2025-10-01,In-Store,Credit Card
T00714,C0352,P030,1,85.88,85.88,2026-06-09,In-Store,Apple Pay
T00715,C0483,P028,1,325.78,325.78,2024-07-30,In-Store,Debit Card
T00716,C0758,P028,5,325.78,1628.9,2024-10-15,Online,Debit Card
T00717,C0560,P028,5,325.78,1628.9,2025-12-02,In-Store,Cash
